"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Apr 23 19:31:23 GMT 2024","Tue Apr 23 19:31:23 GMT 2024","1","","","","","","Succsessful filling the summary field by value > 80",""
"broken","Tue Apr 23 19:31:25 GMT 2024","Tue Apr 23 19:31:25 GMT 2024","1","","","","","","Successful upload the file",""
"broken","Tue Apr 23 19:31:22 GMT 2024","Tue Apr 23 19:31:22 GMT 2024","1","","","","","","Failed creating the project",""
"broken","Tue Apr 23 19:31:19 GMT 2024","Tue Apr 23 19:31:19 GMT 2024","18","","","","","","Validation text in alert",""
"broken","Tue Apr 23 19:31:22 GMT 2024","Tue Apr 23 19:31:22 GMT 2024","1","","","","","","Succsessful creating the project",""
"broken","Tue Apr 23 19:31:24 GMT 2024","Tue Apr 23 19:31:24 GMT 2024","1","","","","","","IncorrectLogin",""
"broken","Tue Apr 23 19:31:21 GMT 2024","Tue Apr 23 19:31:21 GMT 2024","1","","","","","","AFE Get Project with non-existetnt id",""
"broken","Tue Apr 23 19:31:21 GMT 2024","Tue Apr 23 19:31:21 GMT 2024","1","","","","","","AFE Get Project with no auth",""
"broken","Tue Apr 23 19:31:20 GMT 2024","Tue Apr 23 19:31:20 GMT 2024","207","","","","","","Api Post Test",""
"broken","Tue Apr 23 19:31:24 GMT 2024","Tue Apr 23 19:31:24 GMT 2024","1","","","","","","Successful deleting project",""
"broken","Tue Apr 23 19:31:25 GMT 2024","Tue Apr 23 19:31:25 GMT 2024","0","","","","","","Successful login",""
"broken","Tue Apr 23 19:31:23 GMT 2024","Tue Apr 23 19:31:23 GMT 2024","4","","","","","","Succsessful filling the summary field by boundary value",""
"broken","Tue Apr 23 19:31:21 GMT 2024","Tue Apr 23 19:31:21 GMT 2024","0","","","","","","NFE Get Project",""
